#q_sq i k_sq Re(fg) Im(fg)
1e-06 4 1e-06 18815.4 -0
1e-06 4 1.55052e-06 18815.4 -0
1e-06 4 2.4041e-06 18815.4 -0
1e-06 4 3.72759e-06 18815.4 -0
1e-06 4 5.77969e-06 18815.4 -0
1e-06 4 8.96151e-06 18815.4 -0
1e-06 4 1.3895e-05 18815.4 -0
1e-06 4 2.15443e-05 18815.5 -0
1e-06 4 3.34048e-05 18815.5 -0
1e-06 4 5.17947e-05 18815.5 -0
1e-06 4 8.03086e-05 18815.6 -0
1e-06 4 0.00012452 18815.7 -0
1e-06 4 0.00019307 18815.9 -0
1e-06 4 0.000299358 18816.1 -0
1e-06 4 0.000464159 18816.5 -0
1e-06 4 0.000719686 18817.1 -0
1e-06 4 0.00111588 18818 -0
1e-06 4 0.0017302 18819.4 -0
1e-06 4 0.0026827 18821.2 -0
1e-06 4 0.00415956 18823.7 -0
1e-06 4 0.00644947 18826.6 -0
1e-06 4 0.01 18828.7 -0
1e-06 4 0.0155052 18826.6 -0
1e-06 4 0.024041 18810.8 -0
1e-06 4 0.0372759 18758.5 -0
1e-06 4 0.0577969 18617.4 -0
1e-06 4 0.0896151 18278.4 -0
1e-06 4 0.13895 17536.9 -0
1e-06 4 0.215443 16072 -0
1e-06 4 0.334048 13530.9 -0
1e-06 4 0.517947 9839.04 -0
1e-06 4 0.803086 5663.31 -0
1e-06 4 1.2452 2344.61 -0
1e-06 4 1.9307 673.008 -0
1e-06 4 2.99358 157.381 -0
1e-06 4 4.64159 42.2017 -0
1e-06 4 7.19686 11.9989 -0
1e-06 4 11.1588 5.19627 -0
1e-06 4 17.302 1.74817 -0
1e-06 4 26.827 0.639201 -0
1e-06 4 41.5956 0.315896 -0
1e-06 4 64.4947 0.169118 -0
1e-06 4 100 0.0931057 -0
1e-06 4 155.052 0.0542737 -0
1e-06 4 240.41 0.032109 -0
1e-06 4 372.759 0.0186719 -0
1e-06 4 577.969 0.0111145 -0
1e-06 4 896.151 0.00680235 -0
1e-06 4 1389.5 0.00408109 -0
1e-06 4 2154.43 0.00243043 -0
1e-06 4 3340.48 0.00146038 -0
1e-06 4 5179.47 0.000886851 -0
1e-06 4 8030.86 0.000542377 -0
1e-06 4 12452 0.00032935 -0
1e-06 4 19307 0.000199339 -0
1e-06 4 29935.8 0.000120951 -0
1e-06 4 46415.9 7.35273e-05 -0
1e-06 4 71968.6 4.47702e-05 -0
1e-06 4 111588 2.72002e-05 -0
1e-06 4 173020 1.62355e-05 -0
1e-06 4 268270 9.54824e-06 -0
1e-06 4 415956 5.42497e-06 -0
1e-06 4 644947 2.87359e-06 -0
1e-06 4 1e+06 1.33661e-06 -0

2.43835e-06 4 1e-06 7716.68 -0
2.43835e-06 4 1.55052e-06 7716.68 -0
2.43835e-06 4 2.4041e-06 7716.69 -0
2.43835e-06 4 3.72759e-06 7716.69 -0
2.43835e-06 4 5.77969e-06 7716.69 -0
2.43835e-06 4 8.96151e-06 7716.69 -0
2.43835e-06 4 1.3895e-05 7716.7 -0
2.43835e-06 4 2.15443e-05 7716.7 -0
2.43835e-06 4 3.34048e-05 7716.72 -0
2.43835e-06 4 5.17947e-05 7716.74 -0
2.43835e-06 4 8.03086e-05 7716.76 -0
2.43835e-06 4 0.00012452 7716.81 -0
2.43835e-06 4 0.00019307 7716.88 -0
2.43835e-06 4 0.000299358 7716.98 -0
2.43835e-06 4 0.000464159 7717.15 -0
2.43835e-06 4 0.000719686 7717.39 -0
2.43835e-06 4 0.00111588 7717.76 -0
2.43835e-06 4 0.0017302 7718.3 -0
2.43835e-06 4 0.0026827 7719.07 -0
2.43835e-06 4 0.00415956 7720.09 -0
2.43835e-06 4 0.00644947 7721.26 -0
2.43835e-06 4 0.01 7722.13 -0
2.43835e-06 4 0.0155052 7721.25 -0
2.43835e-06 4 0.024041 7714.78 -0
2.43835e-06 4 0.0372759 7693.3 -0
2.43835e-06 4 0.0577969 7635.45 -0
2.43835e-06 4 0.0896151 7496.42 -0
2.43835e-06 4 0.13895 7192.27 -0
2.43835e-06 4 0.215443 6591.5 -0
2.43835e-06 4 0.334048 5549.33 -0
2.43835e-06 4 0.517947 4035.2 -0
2.43835e-06 4 0.803086 2322.64 -0
2.43835e-06 4 1.2452 961.576 -0
2.43835e-06 4 1.9307 276.015 -0
2.43835e-06 4 2.99358 64.5451 -0
2.43835e-06 4 4.64159 17.3077 -0
2.43835e-06 4 7.19686 4.92099 -0
2.43835e-06 4 11.1588 2.13108 -0
2.43835e-06 4 17.302 0.716958 -0
2.43835e-06 4 26.827 0.262149 -0
2.43835e-06 4 41.5956 0.129555 -0
2.43835e-06 4 64.4947 0.0693581 -0
2.43835e-06 4 100 0.0381841 -0
2.43835e-06 4 155.052 0.0222584 -0
2.43835e-06 4 240.41 0.0131683 -0
2.43835e-06 4 372.759 0.0076576 -0
2.43835e-06 4 577.969 0.0045582 -0
2.43835e-06 4 896.151 0.00278973 -0
2.43835e-06 4 1389.5 0.00167371 -0
2.43835e-06 4 2154.43 0.000996749 -0
2.43835e-06 4 3340.48 0.000598921 -0
2.43835e-06 4 5179.47 0.000363709 -0
2.43835e-06 4 8030.86 0.000222436 -0
2.43835e-06 4 12452 0.000135071 -0
2.43835e-06 4 19307 8.17514e-05 -0
2.43835e-06 4 29935.8 4.96036e-05 -0
2.43835e-06 4 46415.9 3.01545e-05 -0
2.43835e-06 4 71968.6 1.83608e-05 -0
2.43835e-06 4 111588 1.11552e-05 -0
2.43835e-06 4 173020 6.65838e-06 -0
2.43835e-06 4 268270 3.91586e-06 -0
2.43835e-06 4 415956 2.22485e-06 -0
2.43835e-06 4 644947 1.1785e-06 -0
2.43835e-06 4 1e+06 5.48162e-07 -0

5.94557e-06 4 1e-06 3164.96 -0
5.94557e-06 4 1.55052e-06 3164.96 -0
5.94557e-06 4 2.4041e-06 3164.96 -0
5.94557e-06 4 3.72759e-06 3164.96 -0
5.94557e-06 4 5.77969e-06 3164.96 -0
5.94557e-06 4 8.96151e-06 3164.97 -0
5.94557e-06 4 1.3895e-05 3164.97 -0
5.94557e-06 4 2.15443e-05 3164.97 -0
5.94557e-06 4 3.34048e-05 3164.98 -0
5.94557e-06 4 5.17947e-05 3164.98 -0
5.94557e-06 4 8.03086e-05 3165 -0
5.94557e-06 4 0.00012452 3165.01 -0
5.94557e-06 4 0.00019307 3165.04 -0
5.94557e-06 4 0.000299358 3165.09 -0
5.94557e-06 4 0.000464159 3165.15 -0
5.94557e-06 4 0.000719686 3165.25 -0
5.94557e-06 4 0.00111588 3165.4 -0
5.94557e-06 4 0.0017302 3165.62 -0
5.94557e-06 4 0.0026827 3165.94 -0
5.94557e-06 4 0.00415956 3166.36 -0
5.94557e-06 4 0.00644947 3166.84 -0
5.94557e-06 4 0.01 3167.19 -0
5.94557e-06 4 0.0155052 3166.83 -0
5.94557e-06 4 0.024041 3164.17 -0
5.94557e-06 4 0.0372759 3155.35 -0
5.94557e-06 4 0.0577969 3131.61 -0
5.94557e-06 4 0.0896151 3074.58 -0
5.94557e-06 4 0.13895 2949.82 -0
5.94557e-06 4 0.215443 2703.41 -0
5.94557e-06 4 0.334048 2275.97 -0
5.94557e-06 4 0.517947 1654.97 -0
5.94557e-06 4 0.803086 952.596 -0
5.94557e-06 4 1.2452 394.375 -0
5.94557e-06 4 1.9307 113.203 -0
5.94557e-06 4 2.99358 26.4719 -0
5.94557e-06 4 4.64159 7.09837 -0
5.94557e-06 4 7.19686 2.01823 -0
5.94557e-06 4 11.1588 0.874011 -0
5.94557e-06 4 17.302 0.294044 -0
5.94557e-06 4 26.827 0.107514 -0
5.94557e-06 4 41.5956 0.0531335 -0
5.94557e-06 4 64.4947 0.0284453 -0
5.94557e-06 4 100 0.01566 -0
5.94557e-06 4 155.052 0.00912855 -0
5.94557e-06 4 240.41 0.00540054 -0
5.94557e-06 4 372.759 0.00314049 -0
5.94557e-06 4 577.969 0.00186938 -0
5.94557e-06 4 896.151 0.00114411 -0
5.94557e-06 4 1389.5 0.00068641 -0
5.94557e-06 4 2154.43 0.00040878 -0
5.94557e-06 4 3340.48 0.000245625 -0
5.94557e-06 4 5179.47 0.000149162 -0
5.94557e-06 4 8030.86 9.12237e-05 -0
5.94557e-06 4 12452 5.53942e-05 -0
5.94557e-06 4 19307 3.35273e-05 -0
5.94557e-06 4 29935.8 2.03431e-05 -0
5.94557e-06 4 46415.9 1.23667e-05 -0
5.94557e-06 4 71968.6 7.53001e-06 -0
5.94557e-06 4 111588 4.57488e-06 -0
5.94557e-06 4 173020 2.73069e-06 -0
5.94557e-06 4 268270 1.60594e-06 -0
5.94557e-06 4 415956 9.12439e-07 -0
5.94557e-06 4 644947 4.83316e-07 -0
5.94557e-06 4 1e+06 2.24808e-07 -0

1.44974e-05 4 1e-06 1298.33 -0
1.44974e-05 4 1.55052e-06 1298.33 -0
1.44974e-05 4 2.4041e-06 1298.33 -0
1.44974e-05 4 3.72759e-06 1298.33 -0
1.44974e-05 4 5.77969e-06 1298.33 -0
1.44974e-05 4 8.96151e-06 1298.33 -0
1.44974e-05 4 1.3895e-05 1298.33 -0
1.44974e-05 4 2.15443e-05 1298.33 -0
1.44974e-05 4 3.34048e-05 1298.33 -0
1.44974e-05 4 5.17947e-05 1298.34 -0
1.44974e-05 4 8.03086e-05 1298.34 -0
1.44974e-05 4 0.00012452 1298.35 -0
1.44974e-05 4 0.00019307 1298.36 -0
1.44974e-05 4 0.000299358 1298.38 -0
1.44974e-05 4 0.000464159 1298.41 -0
1.44974e-05 4 0.000719686 1298.45 -0
1.44974e-05 4 0.00111588 1298.51 -0
1.44974e-05 4 0.0017302 1298.6 -0
1.44974e-05 4 0.0026827 1298.73 -0
1.44974e-05 4 0.00415956 1298.9 -0
1.44974e-05 4 0.00644947 1299.09 -0
1.44974e-05 4 0.01 1299.23 -0
1.44974e-05 4 0.0155052 1299.08 -0
1.44974e-05 4 0.024041 1297.98 -0
1.44974e-05 4 0.0372759 1294.36 -0
