#q_sq i k_sq Re(w) Im(w)
5.94557e-06 0 0.01 1.54953 0
5.94557e-06 0 0.0155052 1.55017 0
5.94557e-06 0 0.024041 1.5511 0
5.94557e-06 0 0.0372759 1.55237 0
5.94557e-06 0 0.0577969 1.55396 0
5.94557e-06 0 0.0896151 1.55554 0
5.94557e-06 0 0.13895 1.55613 0
5.94557e-06 0 0.215443 1.55327 0
5.94557e-06 0 0.334048 1.54211 0
5.94557e-06 0 0.517947 1.51504 0
5.94557e-06 0 0.803086 1.46465 0
5.94557e-06 0 1.2452 1.39108 0
5.94557e-06 0 1.9307 1.30722 0
5.94557e-06 0 2.99358 1.22997 0
5.94557e-06 0 4.64159 1.16742 0
5.94557e-06 0 7.19686 1.11969 0
5.94557e-06 0 11.1588 1.08446 0
5.94557e-06 0 17.302 1.059 0
5.94557e-06 0 26.827 1.04082 0
5.94557e-06 0 41.5956 1.02787 0
5.94557e-06 0 64.4947 1.0186 0
5.94557e-06 0 100 1.01186 0
5.94557e-06 0 155.052 1.00673 0
5.94557e-06 0 240.41 1.00268 0
5.94557e-06 0 372.759 0.999685 0
5.94557e-06 0 577.969 0.997613 0
5.94557e-06 0 896.151 0.996016 0
5.94557e-06 0 1389.5 0.994625 0
5.94557e-06 0 2154.43 0.993375 0
5.94557e-06 0 3340.48 0.992248 0
5.94557e-06 0 5179.47 0.991227 0
5.94557e-06 0 8030.86 0.990297 0
5.94557e-06 0 12452 0.989448 0
5.94557e-06 0 19307 0.988669 0
5.94557e-06 0 29935.8 0.987951 0
5.94557e-06 0 46415.9 0.987286 0
5.94557e-06 0 71968.6 0.98667 0
5.94557e-06 0 111588 0.986097 0
5.94557e-06 0 173020 0.985562 0
5.94557e-06 0 268270 0.98506 0
5.94557e-06 0 415956 0.984591 0
5.94557e-06 0 644947 0.984149 0
5.94557e-06 0 1e+06 0.983729 0

1.44974e-05 0 1e-06 1.54826 0
1.44974e-05 0 1.55052e-06 1.54826 0
1.44974e-05 0 2.4041e-06 1.54826 0
1.44974e-05 0 3.72759e-06 1.54826 0
1.44974e-05 0 5.77969e-06 1.54826 0
1.44974e-05 0 8.96151e-06 1.54826 0
1.44974e-05 0 1.3895e-05 1.54826 0
1.44974e-05 0 2.15443e-05 1.54826 0
1.44974e-05 0 3.34048e-05 1.54827 0
1.44974e-05 0 5.17947e-05 1.54827 0
1.44974e-05 0 8.03086e-05 1.54827 0
1.44974e-05 0 0.00012452 1.54828 0
1.44974e-05 0 0.00019307 1.54829 0
1.44974e-05 0 0.000299358 1.5483 0
1.44974e-05 0 0.000464159 1.54832 0
1.44974e-05 0 0.000719686 1.54836 0
1.44974e-05 0 0.00111588 1.54841 0
1.44974e-05 0 0.0017302 1.54849 0
1.44974e-05 0 0.0026827 1.54861 0
1.44974e-05 0 0.00415956 1.5488 0
1.44974e-05 0 0.00644947 1.54909 0
1.44974e-05 0 0.01 1.54953 0
1.44974e-05 0 0.0155052 1.55017 0
1.44974e-05 0 0.024041 1.5511 0
1.44974e-05 0 0.0372759 1.55237 0
1.44974e-05 0 0.0577969 1.55396 0
1.44974e-05 0 0.0896151 1.55554 0
1.44974e-05 0 0.13895 1.55613 0
1.44974e-05 0 0.215443 1.55327 0
1.44974e-05 0 0.334048 1.54211 0
1.44974e-05 0 0.517947 1.51504 0
1.44974e-05 0 0.803086 1.46465 0
1.44974e-05 0 1.2452 1.39107 0
1.44974e-05 0 1.9307 1.30722 0
1.44974e-05 0 2.99358 1.22997 0
1.44974e-05 0 4.64159 1.16742 0
1.44974e-05 0 7.19686 1.11969 0
1.44974e-05 0 11.1588 1.08446 0
1.44974e-05 0 17.302 1.059 0
1.44974e-05 0 26.827 1.04082 0
1.44974e-05 0 41.5956 1.02787 0
1.44974e-05 0 64.4947 1.0186 0
1.44974e-05 0 100 1.01186 0
1.44974e-05 0 155.052 1.00673 0
1.44974e-05 0 240.41 1.00268 0
1.44974e-05 0 372.759 0.999685 0
1.44974e-05 0 577.969 0.997613 0
1.44974e-05 0 896.151 0.996016 0
1.44974e-05 0 1389.5 0.994625 0
1.44974e-05 0 2154.43 0.993375 0
1.44974e-05 0 3340.48 0.992248 0
1.44974e-05 0 5179.47 0.991227 0
1.44974e-05 0 8030.86 0.990297 0
1.44974e-05 0 12452 0.989448 0
1.44974e-05 0 19307 0.988669 0
1.44974e-05 0 29935.8 0.987951 0
1.44974e-05 0 46415.9 0.987286 0
1.44974e-05 0 71968.6 0.98667 0
1.44974e-05 0 111588 0.986097 0
1.44974e-05 0 173020 0.985562 0
1.44974e-05 0 268270 0.98506 0
1.44974e-05 0 415956 0.984591 0
1.44974e-05 0 644947 0.984149 0
1.44974e-05 0 1e+06 0.983729 0

3.53498e-05 0 1e-06 1.54826 0
3.53498e-05 0 1.55052e-06 1.54826 0
3.53498e-05 0 2.4041e-06 1.54826 0
3.53498e-05 0 3.72759e-06 1.54826 0
3.53498e-05 0 5.77969e-06 1.54826 0
3.53498e-05 0 8.96151e-06 1.54826 0
3.53498e-05 0 1.3895e-05 1.54826 0
3.53498e-05 0 2.15443e-05 1.54826 0
3.53498e-05 0 3.34048e-05 1.54827 0
3.53498e-05 0 5.17947e-05 1.54827 0
3.53498e-05 0 8.03086e-05 1.54827 0
3.53498e-05 0 0.00012452 1.54828 0
3.53498e-05 0 0.00019307 1.54829 0
3.53498e-05 0 0.000299358 1.5483 0
3.53498e-05 0 0.000464159 1.54832 0
3.53498e-05 0 0.000719686 1.54836 0
3.53498e-05 0 0.00111588 1.54841 0
3.53498e-05 0 0.0017302 1.54849 0
3.53498e-05 0 0.0026827 1.54861 0
3.53498e-05 0 0.00415956 1.5488 0
3.53498e-05 0 0.00644947 1.54909 0
3.53498e-05 0 0.01 1.54953 0
3.53498e-05 0 0.0155052 1.55017 0
3.53498e-05 0 0.024041 1.5511 0
3.53498e-05 0 0.0372759 1.55237 0
3.53498e-05 0 0.0577969 1.55396 0
3.53498e-05 0 0.0896151 1.55554 0
3.53498e-05 0 0.13895 1.55613 0
3.53498e-05 0 0.215443 1.55327 0
3.53498e-05 0 0.334048 1.54211 0
3.53498e-05 0 0.517947 1.51504 0
3.53498e-05 0 0.803086 1.46465 0
3.53498e-05 0 1.2452 1.39107 0
3.53498e-05 0 1.9307 1.30722 0
3.53498e-05 0 2.99358 1.22997 0
3.53498e-05 0 4.64159 1.16742 0
3.53498e-05 0 7.19686 1.11969 0
3.53498e-05 0 11.1588 1.08446 0
3.53498e-05 0 17.302 1.059 0
3.53498e-05 0 26.827 1.04082 0
3.53498e-05 0 41.5956 1.02787 0
3.53498e-05 0 64.4947 1.0186 0
3.53498e-05 0 100 1.01186 0
3.53498e-05 0 155.052 1.00673 0
3.53498e-05 0 240.41 1.00268 0
3.53498e-05 0 372.759 0.999685 0
3.53498e-05 0 577.969 0.997613 0
3.53498e-05 0 896.151 0.996016 0
3.53498e-05 0 1389.5 0.994625 0
3.53498e-05 0 2154.43 0.993375 0
3.53498e-05 0 3340.48 0.992248 0
3.53498e-05 0 5179.47 0.991227 0
3.53498e-05 0 8030.86 0.990297 0
3.53498e-05 0 12452 0.989448 0
3.53498e-05 0 19307 0.988669 0
3.53498e-05 0 29935.8 0.987951 0
3.53498e-05 0 46415.9 0.987286 0
3.53498e-05 0 71968.6 0.98667 0
3.53498e-05 0 111588 0.986097 0
3.53498e-05 0 173020 0.985562 0
3.53498e-05 0 268270 0.98506 0
3.53498e-05 0 415956 0.984591 0
3.53498e-05 0 644947 0.984149 0
3.53498e-05 0 1e+06 0.983729 0

8.61954e-05 0 1e-06 1.54826 0
8.61954e-05 0 1.55052e-06 1.54826 0
8.61954e-05 0 2.4041e-06 1.54826 0
8.61954e-05 0 3.72759e-06 1.54826 0
8.61954e-05 0 5.77969e-06 1.54826 0
8.61954e-05 0 8.96151e-06 1.54826 0
8.61954e-05 0 1.3895e-05 1.54827 0
8.61954e-05 0 2.15443e-05 1.54827 0
8.61954e-05 0 3.34048e-05 1.54827 0
8.61954e-05 0 5.17947e-05 1.54827 0
8.61954e-05 0 8.03086e-05 1.54827 0
8.61954e-05 0 0.00012452 1.54828 0
8.61954e-05 0 0.00019307 1.54829 0
8.61954e-05 0 0.000299358 1.5483 0
8.61954e-05 0 0.000464159 1.54833 0
8.61954e-05 0 0.000719686 1.54836 0
8.61954e-05 0 0.00111588 1.54841 0
8.61954e-05 0 0.0017302 1.54849 0
8.61954e-05 0 0.0026827 1.54862 0
8.61954e-05 0 0.00415956 1.54881 0
8.61954e-05 0 0.00644947 1.54909 0
8.61954e-05 0 0.01 1.54953 0
8.61954e-05 0 0.0155052 1.55018 0
8.61954e-05 0 0.024041 1.5511 0
8.61954e-05 0 0.0372759 1.55237 0
8.61954e-05 0 0.0577969 1.55396 0
8.61954e-05 0 0.0896151 1.55554 0
8.61954e-05 0 0.13895 1.55613 0
8.61954e-05 0 0.215443 1.55327 0
8.61954e-05 0 0.334048 1.5421 0
8.61954e-05 0 0.517947 1.51504 0
8.61954e-05 0 0.803086 1.46465 0
8.61954e-05 0 1.2452 1.39107 0
8.61954e-05 0 1.9307 1.30722 0
8.61954e-05 0 2.99358 1.22997 0
8.61954e-05 0 4.64159 1.16742 0
8.61954e-05 0 7.19686 1.11969 0
8.61954e-05 0 11.1588 1.08446 0
8.61954e-05 0 17.302 1.059 0
8.61954e-05 0 26.827 1.04082 0
8.61954e-05 0 41.5956 1.02787 0
8.61954e-05 0 64.4947 1.0186 0
8.61954e-05 0 100 1.01186 0
8.61954e-05 0 155.052 1.00673 0
8.61954e-05 0 240.41 1.00268 0
8.61954e-05 0 372.759 0.999685 0
8.61954e-05 0 577.969 0.997613 0
8.61954e-05 0 896.151 0.996016 0
8.61954e-05 0 1389.5 0.994625 0
8.61954e-05 0 2154.43 0.993375 0
8.61954e-05 0 3340.48 0.992248 0
8.61954e-05 0 5179.47 0.991227 0
8.61954e-05 0 8030.86 0.990297 0
8.61954e-05 0 12452 0.989448 0
8.61954e-05 0 19307 0.988669 0
8.61954e-05 0 29935.8 0.987951 0
8.61954e-05 0 46415.9 0.987286 0
8.61954e-05 0 71968.6 0.98667 0
8.61954e-05 0 111588 0.986097 0
8.61954e-05 0 173020 0.985562 0
8.61954e-05 0 268270 0.98506 0
8.61954e-05 0 415956 0.984591 0
8.61954e-05 0 644947 0.984149 0
8.61954e-05 0 1e+06 0.983729 0

0.000210175 0 1e-06 1.54827 0
0.000210175 0 1.55052e-06 1.54827 0
0.000210175 0 2.4041e-06 1.54827 0
0.000210175 0 3.72759e-06 1.54827 0
0.000210175 0 5.77969e-06 1.54827 0
0.000210175 0 8.96151e-06 1.54827 0
0.000210175 0 1.3895e-05 1.54827 0
0.000210175 0 2.15443e-05 1.54827 0
0.000210175 0 3.34048e-05 1.54827 0
0.000210175 0 5.17947e-05 1.54827 0
0.000210175 0 8.03086e-05 1.54828 0
0.000210175 0 0.00012452 1.54828 0
0.000210175 0 0.00019307 1.54829 0
0.000210175 0 0.000299358 1.54831 0
0.000210175 0 0.000464159 1.54833 0
0.000210175 0 0.000719686 1.54836 0
0.000210175 0 0.00111588 1.54842 0
0.000210175 0 0.0017302 1.5485 0
0.000210175 0 0.0026827 1.54862 0
0.000210175 0 0.00415956 1.54881 0
0.000210175 0 0.00644947 1.5491 0
0.000210175 0 0.01 1.54953 0
0.000210175 0 0.0155052 1.55018 0
0.000210175 0 0.024041 1.55111 0
0.000210175 0 0.0372759 1.55238 0
0.000210175 0 0.0577969 1.55396 0
0.000210175 0 0.0896151 1.55554 0
0.000210175 0 0.13895 1.55613 0
0.000210175 0 0.215443 1.55327 0
