#q_sq i k_sq Re(fg) Im(fg)
1e-06 6 1e-06 -1.7898e+10 -0
1e-06 6 1.55052e-06 -1.15433e+10 -0
1e-06 6 2.4041e-06 -7.44482e+09 -0
1e-06 6 3.72759e-06 -4.80153e+09 -0
1e-06 6 5.77969e-06 -3.09675e+09 -0
1e-06 6 8.96151e-06 -1.99726e+09 -0
1e-06 6 1.3895e-05 -1.28814e+09 -0
1e-06 6 2.15443e-05 -8.30803e+08 -0
1e-06 6 3.34048e-05 -5.35843e+08 -0
1e-06 6 5.17947e-05 -3.45609e+08 -0
1e-06 6 8.03086e-05 -2.22918e+08 -0
1e-06 6 0.00012452 -1.43789e+08 -0
1e-06 6 0.00019307 -9.27555e+07 -0
1e-06 6 0.000299358 -5.98413e+07 -0
1e-06 6 0.000464159 -3.86134e+07 -0
1e-06 6 0.000719686 -2.49225e+07 -0
1e-06 6 0.00111588 -1.60925e+07 -0
1e-06 6 0.0017302 -1.03976e+07 -0
1e-06 6 0.0026827 -6.72455e+06 -0
1e-06 6 0.00415956 -4.35543e+06 -0
1e-06 6 0.00644947 -2.82718e+06 -0
1e-06 6 0.01 -1.84109e+06 -0
1e-06 6 0.0155052 -1.20444e+06 -0
1e-06 6 0.024041 -792823 -0
1e-06 6 0.0372759 -525886 -0
1e-06 6 0.0577969 -351661 -0
1e-06 6 0.0896151 -236533 -0
1e-06 6 0.13895 -158873 -0
1e-06 6 0.215443 -105025 -0
1e-06 6 0.334048 -66790.5 -0
1e-06 6 0.517947 -39552 -0
1e-06 6 0.803086 -20738.4 -0
1e-06 6 1.2452 -9344.7 -0
1e-06 6 1.9307 -4168.94 -0
1e-06 6 2.99358 -1445.57 -0
1e-06 6 4.64159 150.537 -0
1e-06 6 7.19686 10.9864 -0
1e-06 6 11.1588 298.726 -0
1e-06 6 17.302 7.1053 -0
1e-06 6 26.827 -153.749 -0
1e-06 6 41.5956 -104.61 -0
1e-06 6 64.4947 -63.0788 -0
1e-06 6 100 -39.6119 -0
1e-06 6 155.052 -23.9492 -0
1e-06 6 240.41 -14.0082 -0
1e-06 6 372.759 -8.64624 -0
1e-06 6 577.969 -5.33258 -0
1e-06 6 896.151 -3.09587 -0
1e-06 6 1389.5 -1.83262 -0
1e-06 6 2154.43 -1.10132 -0
1e-06 6 3340.48 -0.660027 -0
1e-06 6 5179.47 -0.39288 -0
1e-06 6 8030.86 -0.227222 -0
1e-06 6 12452 -0.131479 -0
1e-06 6 19307 -0.0761346 -0
1e-06 6 29935.8 -0.0435809 -0
1e-06 6 46415.9 -0.024633 -0
