#q_sq i k_sq Re(fg) Im(fg)
1e-06 5 1e-06 -1.78979e+10 -0
1e-06 5 1.55052e-06 -1.15432e+10 -0
1e-06 5 2.4041e-06 -7.44475e+09 -0
1e-06 5 3.72759e-06 -4.80146e+09 -0
1e-06 5 5.77969e-06 -3.09668e+09 -0
1e-06 5 8.96151e-06 -1.99719e+09 -0
1e-06 5 1.3895e-05 -1.28808e+09 -0
1e-06 5 2.15443e-05 -8.30735e+08 -0
1e-06 5 3.34048e-05 -5.35775e+08 -0
1e-06 5 5.17947e-05 -3.45541e+08 -0
1e-06 5 8.03086e-05 -2.22851e+08 -0
1e-06 5 0.00012452 -1.43722e+08 -0
1e-06 5 0.00019307 -9.2688e+07 -0
1e-06 5 0.000299358 -5.97739e+07 -0
1e-06 5 0.000464159 -3.8546e+07 -0
1e-06 5 0.000719686 -2.48552e+07 -0
1e-06 5 0.00111588 -1.60253e+07 -0
1e-06 5 0.0017302 -1.03306e+07 -0
1e-06 5 0.0026827 -6.65779e+06 -0
1e-06 5 0.00415956 -4.28909e+06 -0
1e-06 5 0.00644947 -2.76149e+06 -0
1e-06 5 0.01 -1.7764e+06 -0
1e-06 5 0.0155052 -1.14126e+06 -0
1e-06 5 0.024041 -731913 -0
1e-06 5 0.0372759 -468331 -0
1e-06 5 0.0577969 -298930 -0
1e-06 5 0.0896151 -190467 -0
1e-06 5 0.13895 -121449 -0
1e-06 5 0.215443 -77773.9 -0
1e-06 5 0.334048 -49903.9 -0
1e-06 5 0.517947 -31224 -0
1e-06 5 0.803086 -17946.2 -0
1e-06 5 1.2452 -9423.53 -0
1e-06 5 1.9307 -4525 -0
1e-06 5 2.99358 -1152.62 -0
1e-06 5 4.64159 144.626 -0
1e-06 5 7.19686 46.0067 -0
1e-06 5 11.1588 399.729 -0
1e-06 5 17.302 56.8043 -0
1e-06 5 26.827 -129.957 -0
1e-06 5 41.5956 -89.5946 -0
1e-06 5 64.4947 -55.2525 -0
1e-06 5 100 -34.9452 -0
1e-06 5 155.052 -20.7177 -0
1e-06 5 240.41 -12.1712 -0
1e-06 5 372.759 -7.64906 -0
1e-06 5 577.969 -4.63206 -0
1e-06 5 896.151 -2.63759 -0
1e-06 5 1389.5 -1.57993 -0
1e-06 5 2154.43 -0.952652 -0
1e-06 5 3340.48 -0.564902 -0
1e-06 5 5179.47 -0.32935 -0
1e-06 5 8030.86 -0.186494 -0
1e-06 5 12452 -0.107151 -0
1e-06 5 19307 -0.0614016 -0
1e-06 5 29935.8 -0.0344845 -0
1e-06 5 46415.9 -0.0190045 -0
1e-06 5 71968.6 -0.010113 -0
1e-06 5 111588 -0.00506933 -0
1e-06 5 173020 -0.00259266 -0
1e-06 5 268270 -0.00116256 -0
1e-06 5 415956 -0.000479765 -0
1e-06 5 644947 -0.000203934 -0
1e-06 5 1e+06 -0.000169432 -0

2.43835e-06 5 1e-06 -7.34017e+09 -0
2.43835e-06 5 1.55052e-06 -4.73402e+09 -0
2.43835e-06 5 2.4041e-06 -3.05319e+09 -0
2.43835e-06 5 3.72759e-06 -1.96914e+09 -0
2.43835e-06 5 5.77969e-06 -1.26999e+09 -0
2.43835e-06 5 8.96151e-06 -8.19073e+08 -0
2.43835e-06 5 1.3895e-05 -5.28256e+08 -0
2.43835e-06 5 2.15443e-05 -3.40695e+08 -0
2.43835e-06 5 3.34048e-05 -2.19728e+08 -0
2.43835e-06 5 5.17947e-05 -1.41711e+08 -0
2.43835e-06 5 8.03086e-05 -9.1394e+07 -0
2.43835e-06 5 0.00012452 -5.89422e+07 -0
2.43835e-06 5 0.00019307 -3.80125e+07 -0
2.43835e-06 5 0.000299358 -2.4514e+07 -0
2.43835e-06 5 0.000464159 -1.58082e+07 -0
2.43835e-06 5 0.000719686 -1.01934e+07 -0
2.43835e-06 5 0.00111588 -6.57219e+06 -0
2.43835e-06 5 0.0017302 -4.2367e+06 -0
2.43835e-06 5 0.0026827 -2.73044e+06 -0
2.43835e-06 5 0.00415956 -1.75901e+06 -0
2.43835e-06 5 0.00644947 -1.13252e+06 -0
2.43835e-06 5 0.01 -728524 -0
2.43835e-06 5 0.0155052 -468044 -0
2.43835e-06 5 0.024041 -300167 -0
2.43835e-06 5 0.0372759 -192069 -0
2.43835e-06 5 0.0577969 -122595 -0
2.43835e-06 5 0.0896151 -78112.9 -0
2.43835e-06 5 0.13895 -49807.4 -0
2.43835e-06 5 0.215443 -31895.9 -0
