#q_sq i k_sq Re(fg) Im(fg)
1e-06 3 1e-06 -0.777323 0
1e-06 3 1.55052e-06 -0.777322 0
1e-06 3 2.4041e-06 -0.777321 0
1e-06 3 3.72759e-06 -0.77732 0
1e-06 3 5.77969e-06 -0.777317 0
1e-06 3 8.96151e-06 -0.777313 0
1e-06 3 1.3895e-05 -0.777308 0
1e-06 3 2.15443e-05 -0.777299 0
1e-06 3 3.34048e-05 -0.777285 0
1e-06 3 5.17947e-05 -0.777263 0
1e-06 3 8.03086e-05 -0.77723 0
1e-06 3 0.00012452 -0.777178 0
1e-06 3 0.00019307 -0.777098 0
1e-06 3 0.000299358 -0.776973 0
1e-06 3 0.000464159 -0.77678 0
1e-06 3 0.000719686 -0.77648 0
1e-06 3 0.00111588 -0.776016 0
1e-06 3 0.0017302 -0.775298 0
1e-06 3 0.0026827 -0.774184 0
1e-06 3 0.00415956 -0.772462 0
1e-06 3 0.00644947 -0.769799 0
1e-06 3 0.01 -0.765689 0
1e-06 3 0.0155052 -0.759364 0
1e-06 3 0.024041 -0.749667 0
1e-06 3 0.0372759 -0.734893 0
1e-06 3 0.0577969 -0.712606 0
1e-06 3 0.0896151 -0.679486 0
1e-06 3 0.13895 -0.631409 0
1e-06 3 0.215443 -0.564134 0
1e-06 3 0.334048 -0.475077 0
1e-06 3 0.517947 -0.366857 0
1e-06 3 0.803086 -0.251756 0
1e-06 3 1.2452 -0.151363 0
1e-06 3 1.9307 -0.0830656 0
1e-06 3 2.99358 -0.0459094 0
1e-06 3 4.64159 -0.0243823 0
1e-06 3 7.19686 -0.0106504 0
1e-06 3 11.1588 -0.00647651 0
1e-06 3 17.302 -0.00306594 0
1e-06 3 26.827 -0.00153581 0
1e-06 3 41.5956 -0.000955644 0
1e-06 3 64.4947 -0.000594565 0
1e-06 3 100 -0.000363106 0
1e-06 3 155.052 -0.000227496 0
1e-06 3 240.41 -0.000141979 0
1e-06 3 372.759 -8.62684e-05 0
1e-06 3 577.969 -5.3247e-05 0
1e-06 3 896.151 -3.36158e-05 0
1e-06 3 1389.5 -2.0783e-05 0
1e-06 3 2154.43 -1.27407e-05 0
1e-06 3 3340.48 -7.86744e-06 0
1e-06 3 5179.47 -4.90448e-06 0
1e-06 3 8030.86 -3.07678e-06 0
1e-06 3 12452 -1.91544e-06 0
1e-06 3 19307 -1.18743e-06 0
1e-06 3 29935.8 -7.36988e-07 0
1e-06 3 46415.9 -4.57697e-07 0
1e-06 3 71968.6 -2.84285e-07 0
1e-06 3 111588 -1.75875e-07 0
1e-06 3 173020 -1.0671e-07 0
1e-06 3 268270 -6.36456e-08 0
1e-06 3 415956 -3.65788e-08 0
1e-06 3 644947 -1.95708e-08 0
1e-06 3 1e+06 -9.19947e-09 0

2.43835e-06 3 1e-06 -0.777323 0
2.43835e-06 3 1.55052e-06 -0.777322 0
2.43835e-06 3 2.4041e-06 -0.777321 0
2.43835e-06 3 3.72759e-06 -0.777319 0
2.43835e-06 3 5.77969e-06 -0.777317 0
2.43835e-06 3 8.96151e-06 -0.777313 0
2.43835e-06 3 1.3895e-05 -0.777307 0
2.43835e-06 3 2.15443e-05 -0.777299 0
2.43835e-06 3 3.34048e-05 -0.777285 0
2.43835e-06 3 5.17947e-05 -0.777263 0
2.43835e-06 3 8.03086e-05 -0.77723 0
2.43835e-06 3 0.00012452 -0.777178 0
2.43835e-06 3 0.00019307 -0.777097 0
2.43835e-06 3 0.000299358 -0.776973 0
2.43835e-06 3 0.000464159 -0.77678 0
2.43835e-06 3 0.000719686 -0.77648 0
2.43835e-06 3 0.00111588 -0.776016 0
2.43835e-06 3 0.0017302 -0.775297 0
2.43835e-06 3 0.0026827 -0.774184 0
2.43835e-06 3 0.00415956 -0.772462 0
2.43835e-06 3 0.00644947 -0.769799 0
