#q_sq i k_sq Re(w) Im(w)
5.94557e-06 1 0.00012452 0.201197 0
5.94557e-06 1 0.00019307 0.200965 0
5.94557e-06 1 0.000299358 0.200607 0
5.94557e-06 1 0.000464159 0.200052 0
5.94557e-06 1 0.000719686 0.199192 0
5.94557e-06 1 0.00111588 0.197862 0
5.94557e-06 1 0.0017302 0.195807 0
5.94557e-06 1 0.0026827 0.192635 0
5.94557e-06 1 0.00415956 0.187753 0
5.94557e-06 1 0.00644947 0.180273 0
5.94557e-06 1 0.01 0.168885 0
5.94557e-06 1 0.0155052 0.151724 0
5.94557e-06 1 0.024041 0.12628 0
5.94557e-06 1 0.0372759 0.0895104 0
5.94557e-06 1 0.0577969 0.038529 0
5.94557e-06 1 0.0896151 -0.0275328 0
5.94557e-06 1 0.13895 -0.103916 0
5.94557e-06 1 0.215443 -0.17592 0
5.94557e-06 1 0.334048 -0.219499 0
5.94557e-06 1 0.517947 -0.215627 0
5.94557e-06 1 0.803086 -0.172311 0
5.94557e-06 1 1.2452 -0.120517 0
5.94557e-06 1 1.9307 -0.0807303 0
5.94557e-06 1 2.99358 -0.0533996 0
5.94557e-06 1 4.64159 -0.0337761 0
5.94557e-06 1 7.19686 -0.0190853 0
5.94557e-06 1 11.1588 -0.00882976 0
5.94557e-06 1 17.302 -0.00314014 0
5.94557e-06 1 26.827 -0.000975137 0
5.94557e-06 1 41.5956 -0.000393341 0
5.94557e-06 1 64.4947 -0.00020294 0
5.94557e-06 1 100 -0.000109496 0
5.94557e-06 1 155.052 -5.99082e-05 0
5.94557e-06 1 240.41 -3.31778e-05 0
5.94557e-06 1 372.759 -1.85748e-05 0
5.94557e-06 1 577.969 -1.04998e-05 0
5.94557e-06 1 896.151 -5.98598e-06 0
5.94557e-06 1 1389.5 -3.4384e-06 0
5.94557e-06 1 2154.43 -1.98825e-06 0
5.94557e-06 1 3340.48 -1.15654e-06 0
5.94557e-06 1 5179.47 -6.76306e-07 0
5.94557e-06 1 8030.86 -3.97365e-07 0
5.94557e-06 1 12452 -2.34475e-07 0
5.94557e-06 1 19307 -1.38897e-07 0
5.94557e-06 1 29935.8 -8.25707e-08 0
5.94557e-06 1 46415.9 -4.92459e-08 0
5.94557e-06 1 71968.6 -2.94586e-08 0
5.94557e-06 1 111588 -1.76706e-08 0
5.94557e-06 1 173020 -1.06268e-08 0
5.94557e-06 1 268270 -6.40597e-09 0
5.94557e-06 1 415956 -3.87019e-09 0
5.94557e-06 1 644947 -2.34304e-09 0
5.94557e-06 1 1e+06 -1.42126e-09 0

1.44974e-05 1 1e-06 0.201606 0
1.44974e-05 1 1.55052e-06 0.201604 0
1.44974e-05 1 2.4041e-06 0.201601 0
1.44974e-05 1 3.72759e-06 0.201597 0
