#q_sq i k_sq Re(fg) Im(fg)
1e-06 10 1e-06 0.591985 0
1e-06 10 1.55052e-06 0.591985 0
1e-06 10 2.4041e-06 0.591985 0
1e-06 10 3.72759e-06 0.591985 0
1e-06 10 5.77969e-06 0.591984 0
1e-06 10 8.96151e-06 0.591983 0
1e-06 10 1.3895e-05 0.591982 0
1e-06 10 2.15443e-05 0.591979 0
1e-06 10 3.34048e-05 0.591976 0
1e-06 10 5.17947e-05 0.59197 0
1e-06 10 8.03086e-05 0.591961 0
1e-06 10 0.00012452 0.591948 0
1e-06 10 0.00019307 0.591927 0
1e-06 10 0.000299358 0.591895 0
1e-06 10 0.000464159 0.591845 0
1e-06 10 0.000719686 0.591768 0
1e-06 10 0.00111588 0.591647 0
1e-06 10 0.0017302 0.591459 0
1e-06 10 0.0026827 0.591165 0
1e-06 10 0.00415956 0.590704 0
1e-06 10 0.00644947 0.589977 0
1e-06 10 0.01 0.58882 0
1e-06 10 0.0155052 0.586956 0
1e-06 10 0.024041 0.583907 0
1e-06 10 0.0372759 0.578818 0
1e-06 10 0.0577969 0.570146 0
1e-06 10 0.0896151 0.555105 0
1e-06 10 0.13895 0.528881 0
1e-06 10 0.215443 0.48401 0
1e-06 10 0.334048 0.411596 0
1e-06 10 0.517947 0.307819 0
1e-06 10 0.803086 0.186802 0
1e-06 10 1.2452 0.0841628 0
1e-06 10 1.9307 0.026789 0
1e-06 10 2.99358 0.0065354 0
1e-06 10 4.64159 0.00170693 0
1e-06 10 7.19686 0.000509517 0
1e-06 10 11.1588 0.000224717 0
1e-06 10 17.302 8.7337e-05 0
1e-06 10 26.827 3.7889e-05 0
1e-06 10 41.5956 1.95378e-05 0
1e-06 10 64.4947 1.04477e-05 0
1e-06 10 100 5.66563e-06 0
1e-06 10 155.052 3.19792e-06 0
1e-06 10 240.41 1.83353e-06 0
1e-06 10 372.759 1.04543e-06 0
1e-06 10 577.969 6.10033e-07 0
1e-06 10 896.151 3.65654e-07 0
1e-06 10 1389.5 2.17146e-07 0
1e-06 10 2154.43 1.28617e-07 0
1e-06 10 3340.48 7.69552e-08 0
1e-06 10 5179.47 4.65847e-08 0
1e-06 10 8030.86 2.84186e-08 0
