#q_sq i k_sq Re(fg) Im(fg)
1e-06 0 1e-06 3044.25 0
1e-06 0 1.55052e-06 3044.25 0
1e-06 0 2.4041e-06 3044.26 0
1e-06 0 3.72759e-06 3044.26 0
1e-06 0 5.77969e-06 3044.27 0
1e-06 0 8.96151e-06 3044.27 0
1e-06 0 1.3895e-05 3044.29 0
1e-06 0 2.15443e-05 3044.31 0
1e-06 0 3.34048e-05 3044.34 0
1e-06 0 5.17947e-05 3044.4 0
1e-06 0 8.03086e-05 3044.48 0
1e-06 0 0.00012452 3044.6 0
1e-06 0 0.00019307 3044.79 0
1e-06 0 0.000299358 3045.09 0
1e-06 0 0.000464159 3045.56 0
1e-06 0 0.000719686 3046.27 0
1e-06 0 0.00111588 3047.38 0
1e-06 0 0.0017302 3049.08 0
1e-06 0 0.0026827 3051.67 0
1e-06 0 0.00415956 3055.6 0
1e-06 0 0.00644947 3061.48 0
1e-06 0 0.01 3070.08 0
1e-06 0 0.0155052 3082.18 0
1e-06 0 0.024041 3098.06 0
1e-06 0 0.0372759 3116.16 0
1e-06 0 0.0577969 3129.52 0
1e-06 0 0.0896151 3119.24 0
1e-06 0 0.13895 3042.53 0
1e-06 0 0.215443 2809.68 0
1e-06 0 0.334048 2259.07 0
1e-06 0 0.517947 1138.52 0
1e-06 0 0.803086 -799.049 0
1e-06 0 1.2452 -3092.97 0
1e-06 0 1.9307 -4789.35 0
1e-06 0 2.99358 -7364.48 0
1e-06 0 4.64159 -9613.88 0
1e-06 0 7.19686 -6897.84 0
1e-06 0 11.1588 -10113.4 0
1e-06 0 17.302 -5461.5 0
1e-06 0 26.827 -167.682 0
1e-06 0 41.5956 268.166 0
1e-06 0 64.4947 201.029 0
1e-06 0 100 291.148 0
1e-06 0 155.052 175.805 0
1e-06 0 240.41 13.1066 0
1e-06 0 372.759 85.8711 0
1e-06 0 577.969 89.2864 0
1e-06 0 896.151 -86.1514 0
1e-06 0 1389.5 -131.267 0
1e-06 0 2154.43 -130.405 0
1e-06 0 3340.48 -147.434 0
1e-06 0 5179.47 -184.846 0
1e-06 0 8030.86 -261.429 0
1e-06 0 12452 -295.533 0
1e-06 0 19307 -304.302 0
1e-06 0 29935.8 -309.954 0
1e-06 0 46415.9 -306.968 0
1e-06 0 71968.6 -301.59 0
1e-06 0 111588 -304.096 0
1e-06 0 173020 -258.597 0
1e-06 0 268270 -229.792 0
1e-06 0 415956 -191.241 0
1e-06 0 644947 -145.192 0
1e-06 0 1e+06 -57.1199 0

2.43835e-06 0 1e-06 1248.77 0
2.43835e-06 0 1.55052e-06 1248.77 0
2.43835e-06 0 2.4041e-06 1248.77 0
2.43835e-06 0 3.72759e-06 1248.77 0
2.43835e-06 0 5.77969e-06 1248.77 0
2.43835e-06 0 8.96151e-06 1248.78 0
2.43835e-06 0 1.3895e-05 1248.78 0
2.43835e-06 0 2.15443e-05 1248.79 0
2.43835e-06 0 3.34048e-05 1248.8 0
2.43835e-06 0 5.17947e-05 1248.83 0
2.43835e-06 0 8.03086e-05 1248.86 0
2.43835e-06 0 0.00012452 1248.91 0
2.43835e-06 0 0.00019307 1248.99 0
2.43835e-06 0 0.000299358 1249.11 0
2.43835e-06 0 0.000464159 1249.3 0
2.43835e-06 0 0.000719686 1249.6 0
2.43835e-06 0 0.00111588 1250.05 0
2.43835e-06 0 0.0017302 1250.75 0
2.43835e-06 0 0.0026827 1251.81 0
2.43835e-06 0 0.00415956 1253.42 0
2.43835e-06 0 0.00644947 1255.83 0
2.43835e-06 0 0.01 1259.36 0
2.43835e-06 0 0.0155052 1264.31 0
2.43835e-06 0 0.024041 1270.82 0
2.43835e-06 0 0.0372759 1278.24 0
2.43835e-06 0 0.0577969 1283.71 0
2.43835e-06 0 0.0896151 1279.47 0
2.43835e-06 0 0.13895 1247.99 0
2.43835e-06 0 0.215443 1152.47 0
2.43835e-06 0 0.334048 926.62 0
2.43835e-06 0 0.517947 467.025 0
2.43835e-06 0 0.803086 -327.635 0
2.43835e-06 0 1.2452 -1268.43 0
2.43835e-06 0 1.9307 -1964.15 0
2.43835e-06 0 2.99358 -3020.25 0
2.43835e-06 0 4.64159 -3942.77 0
2.43835e-06 0 7.19686 -2828.89 0
2.43835e-06 0 11.1588 -4147.63 0
2.43835e-06 0 17.302 -2239.83 0
2.43835e-06 0 26.827 -68.7677 0
2.43835e-06 0 41.5956 109.979 0
2.43835e-06 0 64.4947 82.4449 0
2.43835e-06 0 100 119.404 0
2.43835e-06 0 155.052 72.1 0
2.43835e-06 0 240.41 5.37529 0
2.43835e-06 0 372.759 35.2169 0
2.43835e-06 0 577.969 36.6175 0
2.43835e-06 0 896.151 -35.3318 0
2.43835e-06 0 1389.5 -53.8342 0
2.43835e-06 0 2154.43 -53.4807 0
2.43835e-06 0 3340.48 -60.4644 0
2.43835e-06 0 5179.47 -75.8076 0
2.43835e-06 0 8030.86 -107.215 0
2.43835e-06 0 12452 -121.202 0
2.43835e-06 0 19307 -124.798 0
2.43835e-06 0 29935.8 -127.116 0
2.43835e-06 0 46415.9 -125.892 0
2.43835e-06 0 71968.6 -123.686 0
2.43835e-06 0 111588 -124.714 0
2.43835e-06 0 173020 -106.054 0
2.43835e-06 0 268270 -94.2408 0
2.43835e-06 0 415956 -78.4305 0
2.43835e-06 0 644947 -59.5452 0
2.43835e-06 0 1e+06 -23.4256 0

5.94557e-06 0 1e-06 512.416 0
5.94557e-06 0 1.55052e-06 512.417 0
5.94557e-06 0 2.4041e-06 512.417 0
5.94557e-06 0 3.72759e-06 512.418 0
5.94557e-06 0 5.77969e-06 512.419 0
5.94557e-06 0 8.96151e-06 512.42 0
5.94557e-06 0 1.3895e-05 512.423 0
5.94557e-06 0 2.15443e-05 512.426 0
5.94557e-06 0 3.34048e-05 512.432 0
5.94557e-06 0 5.17947e-05 512.441 0
5.94557e-06 0 8.03086e-05 512.454 0
5.94557e-06 0 0.00012452 512.475 0
5.94557e-06 0 0.00019307 512.508 0
5.94557e-06 0 0.000299358 512.558 0
5.94557e-06 0 0.000464159 512.636 0
5.94557e-06 0 0.000719686 512.756 0
5.94557e-06 0 0.00111588 512.942 0
5.94557e-06 0 0.0017302 513.227 0
5.94557e-06 0 0.0026827 513.662 0
5.94557e-06 0 0.00415956 514.322 0
5.94557e-06 0 0.00644947 515.31 0
5.94557e-06 0 0.01 516.753 0
5.94557e-06 0 0.0155052 518.784 0
5.94557e-06 0 0.024041 521.448 0
5.94557e-06 0 0.0372759 524.483 0
5.94557e-06 0 0.0577969 526.715 0
5.94557e-06 0 0.0896151 524.963 0
5.94557e-06 0 0.13895 512.031 0
5.94557e-06 0 0.215443 472.825 0
5.94557e-06 0 0.334048 380.164 0
5.94557e-06 0 0.517947 191.637 0
5.94557e-06 0 0.803086 -134.302 0
5.94557e-06 0 1.2452 -520.164 0
5.94557e-06 0 1.9307 -805.505 0
5.94557e-06 0 2.99358 -1238.63 0
5.94557e-06 0 4.64159 -1616.97 0
