#q_sq i k_sq Re(fg) Im(fg)
1e-06 6 1e-06 -1.68239e+10 -0
1e-06 6 1.55052e-06 -1.08505e+10 -0
1e-06 6 2.4041e-06 -6.99803e+09 -0
1e-06 6 3.72759e-06 -4.51338e+09 -0
1e-06 6 5.77969e-06 -2.91091e+09 -0
1e-06 6 8.96151e-06 -1.8774e+09 -0
1e-06 6 1.3895e-05 -1.21084e+09 -0
1e-06 6 2.15443e-05 -7.80947e+08 -0
1e-06 6 3.34048e-05 -5.03688e+08 -0
1e-06 6 5.17947e-05 -3.24871e+08 -0
1e-06 6 8.03086e-05 -2.09544e+08 -0
1e-06 6 0.00012452 -1.35163e+08 -0
1e-06 6 0.00019307 -8.71923e+07 -0
1e-06 6 0.000299358 -5.62534e+07 -0
1e-06 6 0.000464159 -3.62994e+07 -0
1e-06 6 0.000719686 -2.34301e+07 -0
1e-06 6 0.00111588 -1.51301e+07 -0
1e-06 6 0.0017302 -9.77693e+06 -0
1e-06 6 0.0026827 -6.3243e+06 -0
1e-06 6 0.00415956 -4.09734e+06 -0
1e-06 6 0.00644947 -2.66078e+06 -0
1e-06 6 0.01 -1.73383e+06 -0
1e-06 6 0.0155052 -1.13533e+06 -0
1e-06 6 0.024041 -748325 -0
1e-06 6 0.0372759 -497278 -0
1e-06 6 0.0577969 -333318 -0
1e-06 6 0.0896151 -224834 -0
1e-06 6 0.13895 -151478 -0
1e-06 6 0.215443 -100416 -0
1e-06 6 0.334048 -63964 -0
1e-06 6 0.517947 -37828.1 -0
1e-06 6 0.803086 -19661.8 -0
1e-06 6 1.2452 -8641.42 -0
1e-06 6 1.9307 -3697.84 -0
1e-06 6 2.99358 -1131.22 -0
1e-06 6 4.64159 361.447 -0
1e-06 6 7.19686 153.432 -0
1e-06 6 11.1588 391.685 -0
1e-06 6 17.302 68.0862 -0
1e-06 6 26.827 -114.047 -0
1e-06 6 41.5956 -78.9711 -0
1e-06 6 64.4947 -46.5222 -0
1e-06 6 100 -28.9175 -0
1e-06 6 155.052 -17.0486 -0
1e-06 6 240.41 -9.55567 -0
