#q_sq i k_sq Re(fg) Im(fg)
1e-06 3 1e-06 -0.777431 0
1e-06 3 1.55052e-06 -0.777431 0
1e-06 3 2.4041e-06 -0.77743 0
1e-06 3 3.72759e-06 -0.777428 0
1e-06 3 5.77969e-06 -0.777426 0
1e-06 3 8.96151e-06 -0.777422 0
1e-06 3 1.3895e-05 -0.777416 0
1e-06 3 2.15443e-05 -0.777407 0
1e-06 3 3.34048e-05 -0.777393 0
1e-06 3 5.17947e-05 -0.777372 0
1e-06 3 8.03086e-05 -0.777338 0
1e-06 3 0.00012452 -0.777287 0
1e-06 3 0.00019307 -0.777206 0
1e-06 3 0.000299358 -0.777082 0
1e-06 3 0.000464159 -0.776888 0
1e-06 3 0.000719686 -0.776589 0
1e-06 3 0.00111588 -0.776125 0
1e-06 3 0.0017302 -0.775406 0
1e-06 3 0.0026827 -0.774292 0
1e-06 3 0.00415956 -0.77257 0
1e-06 3 0.00644947 -0.769906 0
1e-06 3 0.01 -0.765796 0
1e-06 3 0.0155052 -0.759469 0
1e-06 3 0.024041 -0.74977 0
1e-06 3 0.0372759 -0.734994 0
1e-06 3 0.0577969 -0.712703 0
1e-06 3 0.0896151 -0.679578 0
1e-06 3 0.13895 -0.631492 0
1e-06 3 0.215443 -0.564205 0
1e-06 3 0.334048 -0.475132 0
1e-06 3 0.517947 -0.366894 0
1e-06 3 0.803086 -0.251776 0
1e-06 3 1.2452 -0.15137 0
1e-06 3 1.9307 -0.083066 0
1e-06 3 2.99358 -0.0459078 0
1e-06 3 4.64159 -0.0243802 0
1e-06 3 7.19686 -0.0106485 0
1e-06 3 11.1588 -0.00647468 0
1e-06 3 17.302 -0.00306423 0
1e-06 3 26.827 -0.00153421 0
1e-06 3 41.5956 -0.000954159 0
1e-06 3 64.4947 -0.000593188 0
1e-06 3 100 -0.000361831 0
1e-06 3 155.052 -0.000226319 0
1e-06 3 240.41 -0.000140896 0
1e-06 3 372.759 -8.52752e-05 0
1e-06 3 577.969 -5.23404e-05 0
1e-06 3 896.151 -3.27936e-05 0
