#q_sq i k_sq Re(w) Im(w)
1.44974e-05 0 3.72759e-06 1.59281 0
1.44974e-05 0 5.77969e-06 1.59281 0
1.44974e-05 0 8.96151e-06 1.59281 0
1.44974e-05 0 1.3895e-05 1.59281 0
1.44974e-05 0 2.15443e-05 1.59281 0
1.44974e-05 0 3.34048e-05 1.59282 0
1.44974e-05 0 5.17947e-05 1.59282 0
1.44974e-05 0 8.03086e-05 1.59283 0
1.44974e-05 0 0.00012452 1.59283 0
1.44974e-05 0 0.00019307 1.59285 0
1.44974e-05 0 0.000299358 1.59287 0
1.44974e-05 0 0.000464159 1.5929 0
1.44974e-05 0 0.000719686 1.59295 0
1.44974e-05 0 0.00111588 1.59303 0
1.44974e-05 0 0.0017302 1.59315 0
1.44974e-05 0 0.0026827 1.59334 0
1.44974e-05 0 0.00415956 1.59362 0
1.44974e-05 0 0.00644947 1.59404 0
1.44974e-05 0 0.01 1.59466 0
1.44974e-05 0 0.0155052 1.59554 0
1.44974e-05 0 0.024041 1.59673 0
1.44974e-05 0 0.0372759 1.59815 0
1.44974e-05 0 0.0577969 1.59945 0
1.44974e-05 0 0.0896151 1.59959 0
1.44974e-05 0 0.13895 1.59623 0
1.44974e-05 0 0.215443 1.58523 0
1.44974e-05 0 0.334048 1.56118 0
1.44974e-05 0 0.517947 1.52044 0
1.44974e-05 0 0.803086 1.46499 0
1.44974e-05 0 1.2452 1.40133 0
1.44974e-05 0 1.9307 1.33417 0
1.44974e-05 0 2.99358 1.26482 0
1.44974e-05 0 4.64159 1.19496 0
1.44974e-05 0 7.19686 1.12972 0
1.44974e-05 0 11.1588 1.07741 0
1.44974e-05 0 17.302 1.04413 0
1.44974e-05 0 26.827 1.02729 0
1.44974e-05 0 41.5956 1.01842 0
1.44974e-05 0 64.4947 1.01204 0
1.44974e-05 0 100 1.00679 0
1.44974e-05 0 155.052 1.00237 0
1.44974e-05 0 240.41 0.998592 0
1.44974e-05 0 372.759 0.995333 0
1.44974e-05 0 577.969 0.99249 0
1.44974e-05 0 896.151 0.989988 0
1.44974e-05 0 1389.5 0.987768 0
1.44974e-05 0 2154.43 0.985783 0
1.44974e-05 0 3340.48 0.983999 0
1.44974e-05 0 5179.47 0.982386 0
1.44974e-05 0 8030.86 0.98092 0
1.44974e-05 0 12452 0.979581 0
1.44974e-05 0 19307 0.978354 0
1.44974e-05 0 29935.8 0.977224 0
1.44974e-05 0 46415.9 0.976182 0
1.44974e-05 0 71968.6 0.975216 0
1.44974e-05 0 111588 0.97432 0
1.44974e-05 0 173020 0.973485 0
1.44974e-05 0 268270 0.972705 0
1.44974e-05 0 415956 0.971975 0
1.44974e-05 0 644947 0.971291 0
1.44974e-05 0 1e+06 0.970649 0

3.53498e-05 0 1e-06 1.59281 0
3.53498e-05 0 1.55052e-06 1.59281 0
3.53498e-05 0 2.4041e-06 1.59281 0
3.53498e-05 0 3.72759e-06 1.59281 0
3.53498e-05 0 5.77969e-06 1.59281 0
3.53498e-05 0 8.96151e-06 1.59281 0
3.53498e-05 0 1.3895e-05 1.59281 0
3.53498e-05 0 2.15443e-05 1.59281 0
3.53498e-05 0 3.34048e-05 1.59282 0
3.53498e-05 0 5.17947e-05 1.59282 0
3.53498e-05 0 8.03086e-05 1.59283 0
3.53498e-05 0 0.00012452 1.59284 0
3.53498e-05 0 0.00019307 1.59285 0
3.53498e-05 0 0.000299358 1.59287 0
3.53498e-05 0 0.000464159 1.5929 0
3.53498e-05 0 0.000719686 1.59295 0
3.53498e-05 0 0.00111588 1.59303 0
3.53498e-05 0 0.0017302 1.59315 0
3.53498e-05 0 0.0026827 1.59334 0
3.53498e-05 0 0.00415956 1.59362 0
3.53498e-05 0 0.00644947 1.59404 0
3.53498e-05 0 0.01 1.59466 0
3.53498e-05 0 0.0155052 1.59554 0
3.53498e-05 0 0.024041 1.59673 0
3.53498e-05 0 0.0372759 1.59815 0
3.53498e-05 0 0.0577969 1.59945 0
3.53498e-05 0 0.0896151 1.59959 0
3.53498e-05 0 0.13895 1.59623 0
3.53498e-05 0 0.215443 1.58523 0
3.53498e-05 0 0.334048 1.56118 0
3.53498e-05 0 0.517947 1.52044 0
3.53498e-05 0 0.803086 1.46499 0
3.53498e-05 0 1.2452 1.40133 0
3.53498e-05 0 1.9307 1.33417 0
3.53498e-05 0 2.99358 1.26482 0
3.53498e-05 0 4.64159 1.19496 0
3.53498e-05 0 7.19686 1.12972 0
3.53498e-05 0 11.1588 1.07741 0
3.53498e-05 0 17.302 1.04413 0
3.53498e-05 0 26.827 1.02729 0
3.53498e-05 0 41.5956 1.01842 0
3.53498e-05 0 64.4947 1.01204 0
3.53498e-05 0 100 1.00679 0
3.53498e-05 0 155.052 1.00237 0
3.53498e-05 0 240.41 0.998592 0
3.53498e-05 0 372.759 0.995333 0
3.53498e-05 0 577.969 0.99249 0
3.53498e-05 0 896.151 0.989988 0
3.53498e-05 0 1389.5 0.987768 0
3.53498e-05 0 2154.43 0.985783 0
3.53498e-05 0 3340.48 0.983999 0
3.53498e-05 0 5179.47 0.982386 0
3.53498e-05 0 8030.86 0.98092 0
3.53498e-05 0 12452 0.979581 0
3.53498e-05 0 19307 0.978354 0
3.53498e-05 0 29935.8 0.977224 0
3.53498e-05 0 46415.9 0.976182 0
3.53498e-05 0 71968.6 0.975216 0
3.53498e-05 0 111588 0.97432 0
3.53498e-05 0 173020 0.973485 0
3.53498e-05 0 268270 0.972705 0
3.53498e-05 0 415956 0.971975 0
3.53498e-05 0 644947 0.971291 0
3.53498e-05 0 1e+06 0.970649 0

8.61954e-05 0 1e-06 1.59281 0
8.61954e-05 0 1.55052e-06 1.59281 0
8.61954e-05 0 2.4041e-06 1.59281 0
8.61954e-05 0 3.72759e-06 1.59281 0
8.61954e-05 0 5.77969e-06 1.59281 0
8.61954e-05 0 8.96151e-06 1.59281 0
8.61954e-05 0 1.3895e-05 1.59282 0
8.61954e-05 0 2.15443e-05 1.59282 0
8.61954e-05 0 3.34048e-05 1.59282 0
8.61954e-05 0 5.17947e-05 1.59282 0
8.61954e-05 0 8.03086e-05 1.59283 0
8.61954e-05 0 0.00012452 1.59284 0
8.61954e-05 0 0.00019307 1.59285 0
8.61954e-05 0 0.000299358 1.59287 0
8.61954e-05 0 0.000464159 1.59291 0
8.61954e-05 0 0.000719686 1.59296 0
8.61954e-05 0 0.00111588 1.59304 0
8.61954e-05 0 0.0017302 1.59316 0
8.61954e-05 0 0.0026827 1.59334 0
8.61954e-05 0 0.00415956 1.59362 0
8.61954e-05 0 0.00644947 1.59404 0
8.61954e-05 0 0.01 1.59466 0
8.61954e-05 0 0.0155052 1.59554 0
8.61954e-05 0 0.024041 1.59673 0
8.61954e-05 0 0.0372759 1.59815 0
8.61954e-05 0 0.0577969 1.59945 0
8.61954e-05 0 0.0896151 1.59959 0
8.61954e-05 0 0.13895 1.59623 0
8.61954e-05 0 0.215443 1.58522 0
8.61954e-05 0 0.334048 1.56118 0
8.61954e-05 0 0.517947 1.52044 0
8.61954e-05 0 0.803086 1.46499 0
8.61954e-05 0 1.2452 1.40133 0
8.61954e-05 0 1.9307 1.33417 0
8.61954e-05 0 2.99358 1.26482 0
8.61954e-05 0 4.64159 1.19496 0
8.61954e-05 0 7.19686 1.12972 0
8.61954e-05 0 11.1588 1.07741 0
8.61954e-05 0 17.302 1.04413 0
8.61954e-05 0 26.827 1.02729 0
8.61954e-05 0 41.5956 1.01842 0
8.61954e-05 0 64.4947 1.01204 0
8.61954e-05 0 100 1.00679 0
8.61954e-05 0 155.052 1.00237 0
8.61954e-05 0 240.41 0.998592 0
8.61954e-05 0 372.759 0.995333 0
8.61954e-05 0 577.969 0.99249 0
8.61954e-05 0 896.151 0.989988 0
8.61954e-05 0 1389.5 0.987768 0
8.61954e-05 0 2154.43 0.985783 0
8.61954e-05 0 3340.48 0.983999 0
8.61954e-05 0 5179.47 0.982386 0
8.61954e-05 0 8030.86 0.98092 0
8.61954e-05 0 12452 0.979581 0
8.61954e-05 0 19307 0.978354 0
8.61954e-05 0 29935.8 0.977224 0
8.61954e-05 0 46415.9 0.976182 0
8.61954e-05 0 71968.6 0.975216 0
8.61954e-05 0 111588 0.97432 0
8.61954e-05 0 173020 0.973485 0
8.61954e-05 0 268270 0.972705 0
8.61954e-05 0 415956 0.971975 0
8.61954e-05 0 644947 0.971291 0
8.61954e-05 0 1e+06 0.970649 0

0.000210175 0 1e-06 1.59282 0
0.000210175 0 1.55052e-06 1.59282 0
0.000210175 0 2.4041e-06 1.59282 0
0.000210175 0 3.72759e-06 1.59282 0
0.000210175 0 5.77969e-06 1.59282 0
0.000210175 0 8.96151e-06 1.59282 0
0.000210175 0 1.3895e-05 1.59282 0
0.000210175 0 2.15443e-05 1.59282 0
0.000210175 0 3.34048e-05 1.59283 0
0.000210175 0 5.17947e-05 1.59283 0
0.000210175 0 8.03086e-05 1.59284 0
0.000210175 0 0.00012452 1.59284 0
0.000210175 0 0.00019307 1.59286 0
0.000210175 0 0.000299358 1.59288 0
0.000210175 0 0.000464159 1.59291 0
0.000210175 0 0.000719686 1.59296 0
0.000210175 0 0.00111588 1.59304 0
0.000210175 0 0.0017302 1.59316 0
0.000210175 0 0.0026827 1.59335 0
0.000210175 0 0.00415956 1.59363 0
0.000210175 0 0.00644947 1.59405 0
0.000210175 0 0.01 1.59467 0
0.000210175 0 0.0155052 1.59555 0
0.000210175 0 0.024041 1.59673 0
0.000210175 0 0.0372759 1.59816 0
0.000210175 0 0.0577969 1.59946 0
0.000210175 0 0.0896151 1.59959 0
0.000210175 0 0.13895 1.59622 0
0.000210175 0 0.215443 1.58522 0
0.000210175 0 0.334048 1.56117 0
0.000210175 0 0.517947 1.52043 0
0.000210175 0 0.803086 1.46498 0
0.000210175 0 1.2452 1.40132 0
0.000210175 0 1.9307 1.33417 0
0.000210175 0 2.99358 1.26482 0
0.000210175 0 4.64159 1.19496 0
0.000210175 0 7.19686 1.12972 0
0.000210175 0 11.1588 1.07741 0
0.000210175 0 17.302 1.04413 0
0.000210175 0 26.827 1.02729 0
0.000210175 0 41.5956 1.01842 0
0.000210175 0 64.4947 1.01204 0
0.000210175 0 100 1.00679 0
0.000210175 0 155.052 1.00237 0
0.000210175 0 240.41 0.998592 0
0.000210175 0 372.759 0.995333 0
0.000210175 0 577.969 0.99249 0
0.000210175 0 896.151 0.989988 0
0.000210175 0 1389.5 0.987768 0
0.000210175 0 2154.43 0.985783 0
0.000210175 0 3340.48 0.983999 0
0.000210175 0 5179.47 0.982386 0
0.000210175 0 8030.86 0.98092 0
0.000210175 0 12452 0.979581 0
0.000210175 0 19307 0.978354 0
0.000210175 0 29935.8 0.977224 0
0.000210175 0 46415.9 0.976182 0
0.000210175 0 71968.6 0.975216 0
0.000210175 0 111588 0.97432 0
0.000210175 0 173020 0.973485 0
0.000210175 0 268270 0.972705 0
0.000210175 0 415956 0.971975 0
0.000210175 0 644947 0.971291 0
0.000210175 0 1e+06 0.970649 0

0.000512481 0 1e-06 1.59283 0
0.000512481 0 1.55052e-06 1.59283 0
0.000512481 0 2.4041e-06 1.59283 0
0.000512481 0 3.72759e-06 1.59284 0
0.000512481 0 5.77969e-06 1.59284 0
0.000512481 0 8.96151e-06 1.59284 0
0.000512481 0 1.3895e-05 1.59284 0
0.000512481 0 2.15443e-05 1.59284 0
0.000512481 0 3.34048e-05 1.59284 0
0.000512481 0 5.17947e-05 1.59284 0
0.000512481 0 8.03086e-05 1.59285 0
0.000512481 0 0.00012452 1.59286 0
0.000512481 0 0.00019307 1.59287 0
0.000512481 0 0.000299358 1.59289 0
0.000512481 0 0.000464159 1.59293 0
0.000512481 0 0.000719686 1.59298 0
0.000512481 0 0.00111588 1.59306 0
0.000512481 0 0.0017302 1.59318 0
0.000512481 0 0.0026827 1.59336 0
0.000512481 0 0.00415956 1.59364 0
0.000512481 0 0.00644947 1.59406 0
0.000512481 0 0.01 1.59468 0
0.000512481 0 0.0155052 1.59556 0
0.000512481 0 0.024041 1.59674 0
0.000512481 0 0.0372759 1.59816 0
0.000512481 0 0.0577969 1.59946 0
0.000512481 0 0.0896151 1.59959 0
0.000512481 0 0.13895 1.59622 0
0.000512481 0 0.215443 1.58521 0
0.000512481 0 0.334048 1.56116 0
0.000512481 0 0.517947 1.52041 0
0.000512481 0 0.803086 1.46497 0
0.000512481 0 1.2452 1.40131 0
0.000512481 0 1.9307 1.33416 0
0.000512481 0 2.99358 1.26482 0
0.000512481 0 4.64159 1.19496 0
0.000512481 0 7.19686 1.12972 0
0.000512481 0 11.1588 1.07741 0
0.000512481 0 17.302 1.04413 0
0.000512481 0 26.827 1.02729 0
0.000512481 0 41.5956 1.01842 0
0.000512481 0 64.4947 1.01204 0
0.000512481 0 100 1.00679 0
0.000512481 0 155.052 1.00237 0
0.000512481 0 240.41 0.998592 0
0.000512481 0 372.759 0.995333 0
0.000512481 0 577.969 0.99249 0
0.000512481 0 896.151 0.989988 0
0.000512481 0 1389.5 0.987768 0
0.000512481 0 2154.43 0.985783 0
0.000512481 0 3340.48 0.983999 0
0.000512481 0 5179.47 0.982386 0
0.000512481 0 8030.86 0.98092 0
0.000512481 0 12452 0.979581 0
0.000512481 0 19307 0.978354 0
0.000512481 0 29935.8 0.977224 0
0.000512481 0 46415.9 0.976182 0
0.000512481 0 71968.6 0.975216 0
0.000512481 0 111588 0.97432 0
0.000512481 0 173020 0.973485 0
0.000512481 0 268270 0.972705 0
0.000512481 0 415956 0.971975 0
0.000512481 0 644947 0.971291 0
0.000512481 0 1e+06 0.970649 0

0.00124961 0 1e-06 1.59287 0
0.00124961 0 1.55052e-06 1.59287 0
0.00124961 0 2.4041e-06 1.59287 0
0.00124961 0 3.72759e-06 1.59287 0
0.00124961 0 5.77969e-06 1.59287 0
0.00124961 0 8.96151e-06 1.59287 0
0.00124961 0 1.3895e-05 1.59287 0
